Restaurant Name,Rating,Cuisine,Average Price,Average Delivery Time,Safety Measure,Location
Bismi Hotel,3.8,"South Indian, North Indian, Chettinad",₹150 for one,23 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Johnny Dony,3.9,"Chinese, BBQ",₹150 for one,38 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Dindigul Thalappakatti,3.9,"Biryani, BBQ, South Indian, Chinese, North Indian, Sichuan",₹150 for one,30 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Deen Biriyani Stall,4.1,"South Indian, Biryani",₹200 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Zaitoon,4.1,"Arabian, South Indian, North Indian, Lebanese, Kebab, Chinese, Desserts, Beverages",₹200 for one,40 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Anjappar,3.7,"South Indian, Chettinad, North Indian, Biryani, Chinese, Seafood, BBQ, Desserts",₹200 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Hotel Dharshana,4.1,South Indian,₹200 for one,25 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Hotel New Sri Sabareesh,4.1,"South Indian, North Indian, Chinese, Ice Cream, Desserts, Beverages, Sichuan",₹200 for one,22 min,Follows all Max Safety measures to ensure your food is safe,Madurai
The Sandwich Club,4.2,"Sandwich, Desserts, Shake",₹200 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Charles Chicken,4.0,"Biryani, South Indian, Chinese",₹200 for one,27 min,Follows all Max Safety measures to ensure your food is safe,Madurai
New Bismi Hotel,3.7,"South Indian, North Indian, Chinese",₹200 for one,25 min,Restaurant partner follows WHO protocol,Madurai
Food Beez,4.1,"Lebanese, Chinese, Fast Food, Beverages, Shake, Sichuan",₹200 for one,30 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Ameer Mahals,3.9,"South Indian, Chettinad",₹200 for one,30 min,Restaurant partner follows WHO protocol,Madurai
New Selvi Mess,4.1,"South Indian, North Indian, Chinese",₹200 for one,21 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Hotel Temple City Dreamz Inn,4.3,"South Indian, Chinese, Fast Food, Sichuan",₹200 for one,27 min,Restaurant partner follows WHO protocol,Madurai
Pechiamman Veg Hotel,4.1,"South Indian, Biryani, Chinese, Sichuan",₹150 for one,25 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Simmakal Meenakshi Hotel,3.6,"South Indian, Chinese, Biryani",₹150 for one,28 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Sri Balaji Biriyani Kadai,3.7,"Biryani, South Indian",₹150 for one,22 min,Restaurant partner follows WHO protocol,Madurai
Kari Kanji,4.1,South Indian,₹150 for one,22 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Kumar Mess,4.1,"North Indian, South Indian, Mughlai, Biryani",₹150 for one,22 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Hotel Vikram,3.8,"South Indian, Fast Food",₹150 for one,26 min,Restaurant partner follows WHO protocol,Madurai
Aachi Chettinadu Hotel,3.9,South Indian,₹150 for one,22 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Hotel Temple City,4.2,"North Indian, South Indian, Chinese, Beverages, Shake",₹150 for one,39 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Manickam Hotel,3.8,"South Indian, Chinese, North Indian, Sichuan",₹150 for one,28 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Murugan Idly Shop,4.2,South Indian,₹150 for one,16 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Medicine Unavagam,4.3,"North Indian, Chinese, Lebanese",₹150 for one,29 min,Restaurant partner follows WHO protocol,Madurai
Hotel Theekkathir,3.9,South Indian,₹150 for one,24 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Yanaikkal Sulthan Hotel,3.8,Chinese,₹150 for one,31 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Panaimararthu Biryani Kadai - Original,3.7,"Biryani, South Indian",₹150 for one,22 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Sandwich Hub,4.3,"Fast Food, Sandwich, Shake, Momos, Burger, Wraps, Waffle",₹150 for one,33 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Azad Unavagam,4.0,"Biryani, South Indian, Chinese, Sichuan",₹150 for one,30 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Hotel Pechies,3.5,South Indian,₹150 for one,28 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Ambur Star Briyani Since 1890,4.1,"Biryani, Chinese, Kebab, North Indian, Sichuan",₹150 for one,26 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Black Panda,4.4,"Chinese, Sichuan",₹150 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Zam Zam Shawarma,3.8,"Lebanese, Fast Food, Pizza, Burger, Sandwich, Momos, Desserts, Beverages",₹150 for one,18 min,Restaurant partner follows WHO protocol,Madurai
Grill Spot,3.4,"Biryani, Chinese, South Indian",₹150 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Punjabi Dhaba,4.1,North Indian,₹150 for one,28 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Shawarma Junction,3.9,"Chinese, BBQ, Lebanese, Sichuan",₹150 for one,37 min,Follows all Max Safety measures to ensure your food is safe,Madurai
The Sandwich World,3.9,"Sandwich, Fast Food, Momos, Chinese, Wraps, Shake, Beverages",₹150 for one,32 min,Restaurant partner follows WHO protocol,Madurai
Mahalir Koolu Palpannai,4.2,South Indian,₹100 for one,22 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Arasu Fast Food,4.0,"South Indian, Chinese, North Indian, Biryani",₹100 for one,25 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Bhagwathi Mohan's Bhojanalaya,4.1,"North Indian, Chinese, Shake, Sichuan",₹100 for one,26 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Sri Sapthagiri Tiffin Park,4.2,"South Indian, Chettinad, Chinese, Shake",₹100 for one,21 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Temple City,4.3,"South Indian, Biryani",₹100 for one,24 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Yanaikkal Sulthan Hotel,4.0,"South Indian, Biryani",₹100 for one,11 min,Follows all Max Safety measures to ensure your food is safe,Madurai
British Bakery Cafe,4.0,"Bakery, Street Food, Fast Food, Sandwich, Desserts, Beverages",₹100 for one,22 min,Restaurant partner follows WHO protocol,Madurai
Mug & Beans,4.0,"Chinese, Fast Food, North Eastern, Sichuan, Shake, Beverages",₹100 for one,44 min,Restaurant partner follows WHO protocol,Madurai
Taj Pizza,3.6,"Pizza, Fast Food",₹100 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Aibaik,3.7,"Shawarma, Fast Food, Kebab, Mandi, BBQ",₹100 for one,31 min,Restaurant partner follows WHO protocol,Madurai
Shree Aishwaryam Pure Veg,4.0,"North Indian, South Indian, Chinese, Street Food, Beverages, Juices, Sichuan",₹100 for one,31 min,Restaurant partner follows WHO protocol,Madurai
Kings Chinese Restaurant,4.2,"Chinese, Biryani, Sichuan",₹100 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Bocs Pizza,4.1,"Pizza, Burger, Fast Food, Street Food, Desserts, Beverages, Shake",₹200 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Madurai
ibaco,4.0,"Ice Cream, Bakery, Desserts",₹200 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Bismi Hotel,3.9,"South Indian, Chinese",₹200 for one,26 min,Restaurant partner follows WHO protocol,Madurai
Kolapasi Fast Food Centre,4.1,"Fast Food, Chinese, Street Food",₹200 for one,27 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Al - Tazz,3.4,"Shawarma, Chinese, Fast Food, Street Food, Beverages",₹200 for one,26 min,Restaurant partner follows WHO protocol,Madurai
Sri Madurai Meenakshi Hotel,3.9,Chinese,₹200 for one,31 min,Follows all Max Safety measures to ensure your food is safe,Madurai
The Momo's Factory,4.2,"Street Food, Momos, Fast Food, Beverages, Shake",₹200 for one,30 min,Restaurant partner follows WHO protocol,Madurai
Kumar Mess,4.3,"South Indian, Biryani",₹200 for one,26 min,Restaurant partner follows WHO protocol,Madurai
Kalkatta Chat,4.1,Street Food,₹200 for one,31 min,Restaurant partner follows WHO protocol,Madurai
Express Briyani,3.6,"Biryani, South Indian, Chinese, Sichuan",₹200 for one,20 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Salem RR Biriyani,4.1,"Biryani, North Indian",₹200 for one,25 min,Restaurant partner follows WHO protocol,Madurai
Grill Nights,3.4,"Biryani, Chinese",₹200 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Onazir Mess,4.0,"Chinese, Biryani",₹100 for one,27 min,Restaurant partner follows WHO protocol,Madurai
Shawarmaa Hunt,4.2,"Lebanese, South Indian, Beverages",₹100 for one,29 min,Restaurant partner follows WHO protocol,Madurai
WTF,3.9,"Sandwich, Fast Food",₹100 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Hotel Aadhithya,4.2,"South Indian, Chinese, North Indian",₹100 for one,21 min,Restaurant partner follows WHO protocol,Madurai
The Chopstix,4.1,"Chinese, American, Thai, Biryani, Seafood, North Indian, Desserts, Beverages",₹100 for one,30 min,Restaurant partner follows WHO protocol,Madurai
Pasiyaru Asaiva Unavagam Kochadai,4.0,"South Indian, Biryani, North Indian, Chinese, Seafood, Street Food",₹100 for one,30 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Simmakkal Konar Kadai,3.5,"South Indian, Seafood, Desserts, Beverages",₹100 for one,23 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Thank U Cafe,4.3,"Sandwich, Pizza, Burger, Fast Food, Street Food",₹100 for one,26 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Gowri Parvathi Bhavan,4.1,"South Indian, Biryani, Chinese, North Indian",₹100 for one,32 min,Restaurant partner follows WHO protocol,Madurai
Jayaram Restaurant,4.1,"North Indian, Biryani, Fast Food, South Indian, Sichuan",₹100 for one,26 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Famous Biriyani,4.3,"Chinese, Biryani, North Indian, Sichuan",₹100 for one,27 min,Restaurant partner follows WHO protocol,Madurai
Madurai Mappilai Virundhu,3.5,"South Indian, Biryani, Chinese, North Indian, Seafood",₹100 for one,21 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Sri Vari Bhavan,3.8,South Indian,₹50 for one,22 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Banu Beef Paradise,3.9,"South Indian, Biryani",₹50 for one,28 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Madurai Star Biryani,3.7,Biryani,₹50 for one,23 min,Restaurant partner follows WHO protocol,Madurai
Aatha Kadai,3.9,"South Indian, Chinese",₹50 for one,25 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Lucky Mydeen Biriyani,4.1,"Biryani, Mughlai, Chinese, Sichuan",₹50 for one,25 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Al Dajaj,4.1,"Fast Food, Sichuan",₹50 for one,28 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Temple City Veg,4.0,"North Indian, South Indian, Chinese, Biryani, Street Food",₹50 for one,31 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Sri Shanmuga Chettinadu Mess,4.2,"South Indian, Chettinad, Chinese, Biryani",₹50 for one,26 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Hotel Sembiyan,4.0,"Chinese, South Indian, North Indian, Lebanese, Ice Cream, Sichuan",₹50 for one,28 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Thai Tiffen Centre,4.0,South Indian,₹50 for one,24 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Al Rasul,3.4,"Biryani, Chinese, South Indian",₹50 for one,40 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Annapoorna Mithai,4.3,"Mithai, South Indian, Chinese, Sichuan",₹50 for one,30 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Chennai Rawther Restaurant,4.1,"Biryani, South Indian, Chinese, Chettinad, Seafood, Sichuan",₹200 for one,22 min,Follows all Max Safety measures to ensure your food is safe,Madurai
FB Cakes,4.2,Bakery,₹200 for one,27 min,Restaurant partner follows WHO protocol,Madurai
Hotel City Gate,4.0,"South Indian, North Indian, Chinese",₹200 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Bismi Hotel,4.0,"Biryani, South Indian, Chinese, Tamil",₹200 for one,23 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Madurai Arasi Bun Parotta Kadai,3.4,South Indian,₹200 for one,32 min,Restaurant partner follows WHO protocol,Madurai
Lakshmi's Chappathi Corner,4.2,"South Indian, North Indian",₹200 for one,26 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Pani Puri Park,3.6,"Fast Food, Chinese, Street Food, Lebanese, Shake, Sichuan",₹200 for one,41 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Deen Restaurant,4.2,"South Indian, Biryani, Chinese",₹200 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Madurai
New Janaki Ram Unavagam,4.1,"South Indian, Biryani",₹200 for one,25 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Aasife Biriyani,4.0,"Biryani, North Indian, Chinese, Fast Food, Ice Cream, Desserts, Shake, Beverages",₹200 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Madurai
House Of Sandwiches,4.0,"Fast Food, Pizza, Sandwich, Chinese",₹200 for one,38 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Hotel Madurai Mass,3.9,South Indian,₹200 for one,33 min,Restaurant partner follows WHO protocol,Madurai
Cheesy Juicy Burgers,4.0,"Burger, Sandwich, Fast Food, Beverages",₹150 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Heaven's Park,4.2,"Fast Food, Burger, Pizza, Wraps, Cantonese",₹150 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Madurai
CakeZone,3.9,"Bakery, Desserts",₹150 for one,30 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Shree Nala Vilas,3.8,"South Indian, Chinese, North Indian, Biryani, Sichuan",₹150 for one,33 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Thamizha Idiyappa Kadai,4.4,South Indian,₹150 for one,24 min,Follows all Max Safety measures to ensure your food is safe,Madurai
JC New Family Restaurant,4.1,"Chinese, South Indian, Biryani, Street Food",₹150 for one,31 min,Restaurant partner follows WHO protocol,Madurai
Rahman Biriyani,4.1,"Chinese, Biryani",₹150 for one,25 min,Restaurant partner follows WHO protocol,Madurai
Hotel Archana,4.3,"South Indian, Chinese",₹150 for one,23 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Yanaikkal Sulthan Hotel,3.9,"Biryani, South Indian",₹150 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Madurai
The Belgian Waffle Co.,4.3,"Waffle, Pancake, Desserts, Beverages, Ice Cream",₹150 for one,31 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Periyar Sulthan Unavagam,3.9,"Tamil, Chinese",₹150 for one,23 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Wings Chimney,3.7,"Chinese, North Indian",₹150 for one,31 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Pasiyaru Asaiva Unavagam,3.9,"South Indian, North Indian, Seafood, Biryani, Chinese, Street Food",₹150 for one,25 min,Restaurant partner follows WHO protocol,Madurai
Madurai Amsavalli Restaurant,3.5,"Chinese, South Indian, Desserts, Beverages, Sichuan",₹150 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Bombay Falooda,4.4,"Ice Cream, Desserts, Beverages, Shake",₹150 for one,26 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Varun Broilers,4.0,"Fast Food, Lebanese, Chinese, Beverages",₹150 for one,28 min,Restaurant partner follows WHO protocol,Madurai
Lakshmi's Chappathi Corner,4.3,North Indian,₹150 for one,24 min,Restaurant partner follows WHO protocol,Madurai
FB Cakes,4.3,"Bakery, Desserts",₹150 for one,27 min,Restaurant partner follows WHO protocol,Madurai
Pannaiyar Kari Kadai,3.9,"South Indian, BBQ",₹150 for one,32 min,Restaurant partner follows WHO protocol,Madurai
Hollywood Chicken,3.8,"Shawarma, Chinese, BBQ, Fast Food, Biryani, Rolls",₹150 for one,33 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Hot Chik,4.1,"Fast Food, Chinese, Seafood, Beverages, Ice Cream, Burger, Shake, Sichuan",₹150 for one,28 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Hotel Ayyan Chinese Corner,3.8,"Chinese, Seafood, Lebanese, North Indian, South Indian, BBQ",₹150 for one,29 min,Restaurant partner follows WHO protocol,Madurai
Keventers - Milkshakes & Desserts,4.2,"Shake, Beverages, Desserts",₹150 for one,25 min,Restaurant partner follows WHO protocol,Madurai
Bamboo Garden,3.6,"Chinese, Seafood",₹150 for one,32 min,Restaurant partner follows WHO protocol,Madurai
Famous Jigarthanda,4.5,"Beverages, Ice Cream, Desserts",₹100 for one,23 min,Restaurant partner follows WHO protocol,Madurai
Temple City,4.2,"South Indian, Chinese, Beverages",₹100 for one,24 min,Restaurant partner follows WHO protocol,Madurai
Coop's Kitchen,4.3,"Chinese, Arabian, Seafood, Biryani, Shake, Shawarma, Beverages",₹100 for one,30 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Biryani Virundhu,4.0,"North Indian, Biryani, Chinese, Sichuan",₹100 for one,24 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Hot Grills,3.9,"Chinese, Shawarma",₹100 for one,25 min,Restaurant partner follows WHO protocol,Madurai
Biggies Burger,4.0,"Burger, Wraps, Fast Food, Shake, Beverages, Desserts",₹100 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Blind Ch3mistry,4.2,"Continental, Pizza, Mexican, Chinese, Desserts, Beverages, Shake",₹100 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Topi Vappa Biryani,3.7,"Biryani, Chinese, South Indian, North Indian, Sichuan",₹100 for one,38 min,Follows all Max Safety measures to ensure your food is safe,Madurai
SS Konar Hotel,3.8,"South Indian, Chinese",₹100 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Kek Bakers,4.2,Bakery,₹100 for one,40 min,Restaurant partner follows WHO protocol,Madurai
Rukshanas Chappathi Carner,3.5,"North Indian, Chettinad",₹100 for one,38 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Royal Club Sandwich,4.1,Sandwich,₹100 for one,35 min,Restaurant partner follows WHO protocol,Madurai
Madurai Drive Inn Restaurant,3.8,"North Indian, South Indian, Chinese, Seafood, Fast Food, Burger",₹250 for one,43 min,Restaurant partner follows WHO protocol,Madurai
Veggie Twist,4.0,"North Indian, Chinese, Fast Food, Beverages, Sichuan",₹250 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Madurai
M P Hotel,4.0,South Indian,₹250 for one,24 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Namma Cafe,4.1,"Burger, Pizza, Pasta, Sandwich, Wraps, Beverages, Tea",₹250 for one,42 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Famous Jigarthanda,4.5,Ice Cream,₹250 for one,21 min,Restaurant partner follows WHO protocol,Madurai
Andhra Curry,4.0,"Andhra, Chinese, Ice Cream, Desserts, Beverages, Seafood, Sichuan",₹250 for one,24 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Dosa Infinity Madurai,4.0,South Indian,₹250 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Burma Idiyappam,4.3,South Indian,₹250 for one,24 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Lakshmi's Chappathi Corner,4.2,North Indian,₹250 for one,23 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Moto Space Restaurant,4.1,"Chinese, South Indian, North Indian, Sichuan",₹250 for one,38 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Cinnammal Fine Dining Veg Restaurant,4.2,"South Indian, North Indian, Desserts, Beverages",₹250 for one,22 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Bismi Hotel,4.2,South Indian,₹250 for one,23 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Zam Zam Sandwich,4.1,"Fast Food, Wraps, Burger, Sandwich, Momos, Shake, Beverages",₹150 for one,31 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Ra Beef Biryani,4.1,"Biryani, South Indian, Street Food",₹150 for one,24 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Healthy Home Foods,4.4,South Indian,₹150 for one,31 min,Follows all Max Safety measures to ensure your food is safe,Madurai
NIC Ice Creams,4.4,"Ice Cream, Desserts",₹150 for one,23 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Hotel City Gate,4.0,"South Indian, Chinese",₹150 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Lassi House,4.1,"Beverages, Juices, Fast Food, Desserts",₹150 for one,25 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Limibites,3.5,"Pizza, Sandwich, Burger, Fast Food, Desserts, Ice Cream, Shake, Beverages",₹150 for one,42 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Arabian Delight,3.8,"Lebanese, Chinese, North Indian, Biryani",₹150 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Pizza Hunt,3.7,"Pizza, Fast Food, Shake, Ice Cream",₹150 for one,32 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Manish Chicken And Caterings,3.2,"Fast Food, Chinese, Biryani",₹150 for one,28 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Baskaran Hotel,4.0,"South Indian, Chinese",₹150 for one,23 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Puppy's Bakery,3.8,"Bakery, Street Food, Fast Food, Steak, Beverages",₹150 for one,43 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Marrybrown,3.6,"Burger, Fast Food, Sandwich, Arabian, Wraps, Biryani, Desserts, Beverages",₹150 for one,36 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Dindigul Briyani Kadai,3.6,"Biryani, South Indian",₹150 for one,20 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Cake N Crush,4.3,Bakery,₹150 for one,36 min,Follows all Max Safety measures to ensure your food is safe,Madurai
LunchBox - Meals and Thalis,4.2,North Indian,₹150 for one,28 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Kumar Mess,3.8,South Indian,₹150 for one,24 min,Follows all Max Safety measures to ensure your food is safe,Madurai
British Bakery Cafe,3.7,"Bakery, Fast Food, Shake, Pizza, Sandwich, Street Food, Desserts",₹150 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Eid Biryani,3.7,"Biryani, BBQ",₹150 for one,26 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Basmati Biryani Restaurant,4.0,"Biryani, North Indian, Chinese",₹150 for one,30 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Platinum Cook House,3.7,"Fast Food, Street Food, South Indian",₹150 for one,36 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Ram's Chappathi Center,4.6,"North Indian, South Indian",₹150 for one,21 min,Follows all Max Safety measures to ensure your food is safe,Madurai
The Pani Puri Park,3.7,"Chinese, Street Food, Sichuan",₹150 for one,33 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Hotel Milagu,3.7,"Chettinad, Biryani, Chinese, South Indian, Arabian, Desserts, Sichuan",₹150 for one,22 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Keramathu Aduppankarai,4.0,South Indian,₹100 for one,24 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Dum Safar Biryani by Barbeque Nation,4.2,"Biryani, North Indian, Kebab, BBQ, Beverages, Desserts",₹100 for one,42 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Dessert's King,4.1,"Ice Cream, Shake",₹100 for one,25 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Biryani Paradise,3.8,"Biryani, South Indian, Chinese, Beverages",₹100 for one,28 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Momo Zone - The Momo Company,3.8,"Momos, Burger, Wraps, Fast Food, Desserts",₹100 for one,52 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Chennai Rawther Restaurant,4.0,"Biryani, North Indian, Chinese, South Indian, Sichuan",₹100 for one,19 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Cine Suvai Restaurant,3.9,South Indian,₹100 for one,24 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Barbeque Nation,3.7,"BBQ, North Indian, Biryani, Kebab, Continental, Chinese, Beverages, Desserts",₹100 for one,38 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Oven Story Pizza - Standout Toppings,4.1,"Pizza, Fast Food",₹100 for one,30 min,Follows all Max Safety measures to ensure your food is safe,Madurai
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",4.1,"Shake, Beverages, Desserts, Ice Cream, Waffle, Healthy Food",₹100 for one,25 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Baskin Robbins - Ice Cream Desserts,4.2,"Ice Cream, Desserts, Beverages",₹100 for one,23 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Kudil Kudumba Unavagam,3.9,"Seafood, South Indian",₹100 for one,28 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Spicy Samosa's Factory,4.2,"Fast Food, Street Food",₹150 for one,27 min,Follows all Max Safety measures to ensure your food is safe,Madurai
The Dessert Heaven - Pure Veg,4.1,"Desserts, Bakery",₹150 for one,30 min,Follows all Max Safety measures to ensure your food is safe,Madurai
KK Konar Hotel & Catering,3.7,"Chinese, South Indian, Biryani",₹150 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Wild Foodie,3.9,"Fast Food, Lebanese, Beverages, Shake, Sichuan",₹150 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Kasthuri Bakery & Sweets,4.6,"Mithai, Bakery, Fast Food",₹150 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Deli FC,4.0,"Burger, Fast Food",₹150 for one,31 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Way 2 Waffle,4.2,"Desserts, Waffle",₹150 for one,29 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Laurah Cakes,4.3,"Bakery, Pizza, Burger, Sandwich, Desserts, Beverages, Cafe",₹150 for one,35 min,Follows all Max Safety measures to ensure your food is safe,Madurai
S'creaming Spice,3.7,"Sandwich, Pizza, Pasta, Biryani, North Indian, Fast Food, Bakery, Beverages",₹150 for one,34 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Faasos - Wraps & Rolls,4.1,"Rolls, Wraps, North Indian",₹150 for one,27 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Shero Home Food - Chettinad,3.8,"South Indian, Chettinad, Desserts",₹150 for one,30 min,Follows all Max Safety measures to ensure your food is safe,Madurai
The Hungry Helpers,3.3,"Fast Food, Burger, Sandwich, Momos, Biryani, Shake, Desserts, Beverages",₹150 for one,39 min,Follows all Max Safety measures to ensure your food is safe,Madurai
UBQ by Barbeque Nation,3.9,"BBQ, North Indian, Chinese, Street Food, Kebab, Beverages, Desserts",₹300 for one,37 min,Follows all Max Safety measures to ensure your food is safe,Madurai
MA Delicious Food,3.4,"Fast Food, Street Food",₹300 for one,41 min,Follows all Max Safety measures to ensure your food is safe,Madurai
Hotel Shafin,3.5,"Chinese, South Indian, Biryani",₹300 for one,26 min,Follows all Max Safety measures to ensure your food is safe,Madurai
